ubigeo,departamento,provincia,distrito,capital_legal,latitud,longitud
040104,Arequipa,Arequipa,Cerro Colorado,La Libertad,-16.37638889,-71.56083333
040105,Arequipa,Arequipa,Characato,Characato,-16.46861111,-71.48444444
040106,Arequipa,Arequipa,Chiguata,Chiguata,-16.40361111,-71.39166667
040107,Arequipa,Arequipa,Jacobo Hunter,Jacobo Hunter,-16.44138889,-71.55861111
040108,Arequipa,Arequipa,La Joya,La Joya,-16.42305556,-71.81833333
040109,Arequipa,Arequipa,Mariano Melgar,Mariano Melgar,-16.40722222,-71.50555556
040110,Arequipa,Arequipa,Miraflores,Miraflores,-16.39472222,-71.5225
040111,Arequipa,Arequipa,Mollebaya,Mollebaya,-16.48722222,-71.46694444
040112,Arequipa,Arequipa,Paucarpata,Paucarpata,-16.43277778,-71.50472222
040113,Arequipa,Arequipa,Pocsi,Pocsi,-16.51777778,-71.38972222
040114,Arequipa,Arequipa,Polobaya,Polobaya Grande,-16.56583333,-71.36833333
040115,Arequipa,Arequipa,Quequeña,Quequeña,-16.55722222,-71.45138889
040116,Arequipa,Arequipa,Sabandia,Sabandia,-16.45694444,-71.49472222
040117,Arequipa,Arequipa,Sachaca,Sachaca,-16.42444444,-71.56638889
040118,Arequipa,Arequipa,San Juan de Siguas,San Juan de Siguas,-16.34611111,-72.12833333
040119,Arequipa,Arequipa,San Juan de Tarucani,Tarucani,-16.18361111,-71.06194444
040120,Arequipa,Arequipa,Santa Isabel de Siguas,Santa Isabel de Siguas,-16.32083333,-72.09888889
040121,Arequipa,Arequipa,Santa Rita de Siguas,Santa Rita de Siguas,-16.49361111,-72.09472222
040122,Arequipa,Arequipa,Socabaya,Socabaya,-16.4675,-71.52861111
040123,Arequipa,Arequipa,Tiabaya,Tiabaya,-16.44944444,-71.59166667
040124,Arequipa,Arequipa,Uchumayo,Uchumayo,-16.42527778,-71.6725
040125,Arequipa,Arequipa,Vitor,Vitor,-16.46583333,-71.93583333
040126,Arequipa,Arequipa,Yanahuara,Yanahuara,-16.38194444,-71.53638889
040127,Arequipa,Arequipa,Yarabamba,Yarabamba,-16.54666667,-71.47555556
040128,Arequipa,Arequipa,Yura,Yura,-16.24694444,-71.70638889
040129,Arequipa,Arequipa,José Luis Bustamante y Rivero,Ciudad Satélite,-16.42666667,-71.52388889
040201,Arequipa,Camaná,Camaná,Camaná,-16.62472222,-72.71138889
040202,Arequipa,Camaná,José María Quimper,El Cardo,-16.60194444,-72.72722222
040203,Arequipa,Camaná,Mariano Nicolás Valcárcel,Urasqui,-16.03138889,-73.17444444
040204,Arequipa,Camaná,Mariscal Cáceres,San Jose,-16.61972222,-72.73611111
040205,Arequipa,Camaná,Nicolás de Piérola,San Gregorio,-16.57305556,-72.71583333
040206,Arequipa,Camaná,Ocoña,Ocoña,-16.43166667,-73.105
040207,Arequipa,Camaná,Quilca,Quilca,-16.71694444,-72.42555556
040208,Arequipa,Camaná,Samuel Pastor,La Pampa,-16.61361111,-72.69916667
040301,Arequipa,Caravelí,Caravelí,Caravelí,-15.7725,-73.36583333
040302,Arequipa,Caravelí,Acarí,Acari,-15.43555556,-74.61638889
040303,Arequipa,Caravelí,Atico,Atico,-16.20833333,-73.62361111
040304,Arequipa,Caravelí,Atiquipa,Atiquipa,-15.79611111,-74.36361111
040305,Arequipa,Caravelí,Bella Unión,Bella Unión,-15.45055556,-74.65833333
040306,Arequipa,Caravelí,Cahuacho,Cahuacho,-15.50277778,-73.47972222
040307,Arequipa,Caravelí,Chala,Chala,-15.86555556,-74.2475
040308,Arequipa,Caravelí,Chaparra,Achanizo,-15.80527778,-73.96694444
040309,Arequipa,Caravelí,Huanuhuanu,Tocota,-15.65888889,-74.09138889
040310,Arequipa,Caravelí,Jaqui,Jaqui,-15.47916667,-74.44361111
040311,Arequipa,Caravelí,Lomas,Lomas,-15.56972222,-74.85138889
040312,Arequipa,Caravelí,Quicacha,Quicacha,-15.625,-73.79833333
040313,Arequipa,Caravelí,Yauca,Yauca,-15.66194444,-74.52722222
040401,Arequipa,Castilla,Aplao,Aplao,-16.07611111,-72.49222222
040402,Arequipa,Castilla,Andagua,Andagua,-15.49888889,-72.35611111
040403,Arequipa,Castilla,Ayo,Ayo,-15.68277778,-72.27194444
040404,Arequipa,Castilla,Chachas,Chachas,-15.50138889,-72.27055556
040405,Arequipa,Castilla,Chilcaymarca,Chilcaymarca,-15.28611111,-72.37666667
040406,Arequipa,Castilla,Choco,Choco,-15.57666667,-72.12888889
040407,Arequipa,Castilla,Huancarqui,Huancarqui,-16.09611111,-72.47222222
040408,Arequipa,Castilla,Machaguay,Machaguay,-15.65027778,-72.50611111
040409,Arequipa,Castilla,Orcopampa,Orcopampa,-15.2625,-72.34194444
040410,Arequipa,Castilla,Pampacolca,Pampacolca,-15.71333333,-72.57388889
040411,Arequipa,Castilla,Tipán,Tipán,-15.72305556,-72.50194444
040412,Arequipa,Castilla,Uñón,Uñón,-15.72861111,-72.43222222
040413,Arequipa,Castilla,Uraca,Corire,-16.22388889,-72.46972222
040414,Arequipa,Castilla,Viraco,Viraco,-15.65833333,-72.525
040501,Arequipa,Caylloma,Chivay,Chivay,-15.64027778,-71.60361111
040502,Arequipa,Caylloma,Achoma,Achoma,-15.66,-71.70361111
040503,Arequipa,Caylloma,Cabanaconde,Cabanaconde,-15.62,-71.98194444
040504,Arequipa,Caylloma,Callalli,Callalli,-15.50638889,-71.44472222
040505,Arequipa,Caylloma,Caylloma,Caylloma,-15.18888889,-71.77333333
040506,Arequipa,Caylloma,Coporaque,Coporaque,-15.62722222,-71.64611111
040507,Arequipa,Caylloma,Huambo,Huambo,-15.72944444,-72.10972222
040508,Arequipa,Caylloma,Huanca,Huanca,-16.03361111,-71.87805556
040509,Arequipa,Caylloma,Ichupampa,Ichupampa,-15.65,-71.68666667
040510,Arequipa,Caylloma,Lari,Lari,-15.61833333,-71.7725
040511,Arequipa,Caylloma,Lluta,Lluta,-16.01555556,-72.01388889
040512,Arequipa,Caylloma,Maca,Maca,-15.64138889,-71.76833333
040513,Arequipa,Caylloma,Madrigal,Madrigal,-15.60833333,-71.8075
040514,Arequipa,Caylloma,San Antonio de Chuca,San Antonio de Chuca,-15.83888889,-71.09055556
040515,Arequipa,Caylloma,Sibayo,Sibayo,-15.48611111,-71.45694444
040516,Arequipa,Caylloma,Tapay,Tapay,-15.5775,-71.93972222
040517,Arequipa,Caylloma,Tisco,Tisco,-15.34694444,-71.44638889
040518,Arequipa,Caylloma,Tuti,Tuti,-15.53305556,-71.55305556
040519,Arequipa,Caylloma,Yanque,Yanque,-15.64833333,-71.66083333
040520,Arequipa,Caylloma,Majes,El Pedregal,-16.35333333,-72.24722222
040601,Arequipa,Condesuyos,Chuquibamba,Chuquibamba,-15.83944444,-72.65166667
040602,Arequipa,Condesuyos,Andaray,Andaray,-15.79722222,-72.86083333
040603,Arequipa,Condesuyos,Cayarani,Cayarani,-14.67194444,-72.02194444
040604,Arequipa,Condesuyos,Chichas,Chichas,-15.54777778,-72.91861111
040605,Arequipa,Condesuyos,Iray,Iray,-15.85361111,-72.63
040606,Arequipa,Condesuyos,Río Grande,Iquipi,-15.94,-73.13111111
040607,Arequipa,Condesuyos,Salamanca,Salamanca,-15.50444444,-72.83444444
040608,Arequipa,Condesuyos,Yanaquihua,Yanaquihua,-15.77555556,-72.87638889
040701,Arequipa,Islay,Mollendo,Mollendo,-17.02916667,-72.01638889
040702,Arequipa,Islay,Cocachacra,Cocachacra,-17.09111111,-71.77388889
040703,Arequipa,Islay,Dean Valdivia,La Curva,-17.145,-71.82666667
040704,Arequipa,Islay,Islay,Islay (Matarani),-17.00083333,-72.0975
040705,Arequipa,Islay,Mejía,Mejía,-17.10111111,-71.9075
040706,Arequipa,Islay,Punta de Bombón,Punta de Bombón,-17.15611111,-71.78472222
040801,Arequipa,La Unión,Cotahuasi,Cotahuasi,-15.21277778,-72.88944444
040802,Arequipa,La Unión,Alca,Alca,-15.13416667,-72.765
040803,Arequipa,La Unión,Charcana,Charcana,-15.24055556,-73.07055556
040804,Arequipa,La Unión,Huaynacotas,Taurisma,-15.17472222,-72.84972222
040805,Arequipa,La Unión,Pampamarca,Mungui,-15.1825,-72.90527778
040806,Arequipa,La Unión,Puyca,Puyca,-15.05916667,-72.69166667
040807,Arequipa,La Unión,Quechualla,Velinga,-15.27388889,-73.02222222
040808,Arequipa,La Unión,Sayla,Sayla,-15.32,-73.22194444
040809,Arequipa,La Unión,Tauria,Tauria,-15.35416667,-73.2325
040810,Arequipa,La Unión,Tomepampa,Tomepampa,-15.17305556,-72.83027778
040811,Arequipa,La Unión,Toro,Toro,-15.26444444,-72.92833333
050101,Ayacucho,Huamanga,Ayacucho,Ayacucho,-13.16027778,-74.22527778
050102,Ayacucho,Huamanga,Acocro,Acocro,-13.21861111,-74.04194444
050103,Ayacucho,Huamanga,Acos Vinchos,Acos Vinchos,-13.11305556,-74.1
050104,Ayacucho,Huamanga,Carmen Alto,Carmen Alto,-13.17944444,-74.22055556
050105,Ayacucho,Huamanga,Chiara,Chiara,-13.27277778,-74.20583333
050106,Ayacucho,Huamanga,Ocros,Ocros,-13.39055556,-73.91555556
050107,Ayacucho,Huamanga,Pacaycasa,Pacaycasa,-13.0575,-74.21583333
050108,Ayacucho,Huamanga,Quinua,Quinua,-13.04916667,-74.13916667
050109,Ayacucho,Huamanga,San José de Ticllas,Ticllas,-13.13222222,-74.33305556
050110,Ayacucho,Huamanga,San Juan Bautista,San Juan Bautista,-13.16666667,-74.22361111
050111,Ayacucho,Huamanga,Santiago de Pischa,San Pedro de Cachi,-13.08555556,-74.39333333
050112,Ayacucho,Huamanga,Socos,Socos,-13.215,-74.28944444
050113,Ayacucho,Huamanga,Tambillo,Tambillo,-13.19472222,-74.11055556
050114,Ayacucho,Huamanga,Vinchos,Vinchos,-13.24166667,-74.35416667
050115,Ayacucho,Huamanga,Jesús Nazareno,Las Nazarenas,-13.15416667,-74.2125
050116,Ayacucho,Huamanga,Andrés Avelino Cáceres Dorregaray,Jardín,-13.16277778,-74.21388889
050201,Ayacucho,Cangallo,Cangallo,Cangallo,-13.62916667,-74.14388889
050202,Ayacucho,Cangallo,Chuschi,Chuschi,-13.585,-74.35166667
050203,Ayacucho,Cangallo,Los Morochucos,Pampa-Cangallo,-13.5575,-74.195
050204,Ayacucho,Cangallo,María Parado de Bellido,Pomabamba,-13.60472222,-74.23638889
050205,Ayacucho,Cangallo,Paras,Paras,-13.5525,-74.62777778
050206,Ayacucho,Cangallo,Totos,Totos,-13.5675,-74.52277778
050301,Ayacucho,Huanca Sancos,Sancos,Huanca Sancos,-13.91972222,-74.33416667
050302,Ayacucho,Huanca Sancos,Carapo,Carapo,-13.8375,-74.31555556
050303,Ayacucho,Huanca Sancos,Sacsamarca,Sacsamarca,-13.94277778,-74.31277778
050304,Ayacucho,Huanca Sancos,Santiago de Lucanamarca,Santiago de Lucanamarca,-13.84388889,-74.37222222
050401,Ayacucho,Huanta,Huanta,Huanta,-12.93944444,-74.24805556
050402,Ayacucho,Huanta,Ayahuanco,Viracochan,-12.59388889,-74.33083333
050403,Ayacucho,Huanta,Huamanguilla,Huamanguilla,-13.01111111,-74.17305556
050404,Ayacucho,Huanta,Iguain,Macachacra,-12.9925,-74.20888889
050405,Ayacucho,Huanta,Luricocha,Luricocha,-12.89972222,-74.27361111
050406,Ayacucho,Huanta,Santillana,San Jose de Secce,-12.76638889,-74.25305556
050407,Ayacucho,Huanta,Sivia,Sivia,-12.51194444,-73.85888889
050408,Ayacucho,Huanta,Llochegua,Llochegua,-12.41,-73.90638889
050409,Ayacucho,Huanta,Canayre,Canayre,-12.28222222,-74.02305556
050410,Ayacucho,Huanta,Uchuraccay,Huaynacancha,-12.76138889,-74.14555556
050411,Ayacucho,Huanta,Pucacolpa,Huallhua,-12.42055556,-74.48916667
050412,Ayacucho,Huanta,Chaca,Chaca,-12.78416667,-74.20583333
050413,Ayacucho,Huanta,Putis,Rodeo,-12.62666667,-74.19444444
050501,Ayacucho,La Mar,San Miguel,San Miguel,-13.01277778,-73.98111111
050502,Ayacucho,La Mar,Anco,Chiquintirca,-13.06027778,-73.70694444
050503,Ayacucho,La Mar,Ayna,San Francisco,-12.62416667,-73.78944444
050504,Ayacucho,La Mar,Chilcas,Chilcas,-13.17111111,-73.90638889
050505,Ayacucho,La Mar,Chungui,Chungui,-13.22222222,-73.62166667
050506,Ayacucho,La Mar,Luis Carranza,Pampas,-13.22888889,-73.89444444
050507,Ayacucho,La Mar,Santa Rosa,Santa Rosa,-12.68777778,-73.73583333
050508,Ayacucho,La Mar,Tambo,Tambo,-12.94805556,-74.02083333
050509,Ayacucho,La Mar,Samugari,Palmapampa,-12.76833333,-73.65555556
050510,Ayacucho,La Mar,Anchihuay,Anchihuay,-12.86361111,-73.5825
050511,Ayacucho,La Mar,Oronccoy,Oronccoy,-13.38083333,-73.43611111
050512,Ayacucho,La Mar,Unión Progreso,San Antonio,-12.93277778,-73.53333333
050513,Ayacucho,La Mar,Río Magdalena,Monterrico,-12.82583333,-73.59222222
050514,Ayacucho,La Mar,Ninabamba,Ninabamba,-13.09027778,-73.91638889
050515,Ayacucho,La Mar,Patibamba,Patibamba,-13.06416667,-73.94194444
050601,Ayacucho,Lucanas,Puquio,Puquio,-14.69416667,-74.12444444
050602,Ayacucho,Lucanas,Aucara,Aucara,-14.28111111,-73.97527778
050603,Ayacucho,Lucanas,Cabana,Cabana,-14.28833333,-73.96722222
050604,Ayacucho,Lucanas,Carmen Salcedo,Andamarca,-14.38777778,-73.96194444
050605,Ayacucho,Lucanas,Chaviña,Chaviña,-14.97944444,-73.8375
050606,Ayacucho,Lucanas,Chipao,Chipao,-14.36583333,-73.87611111
050607,Ayacucho,Lucanas,Huac-Huas,Huac-Huas,-14.13166667,-74.94222222
050608,Ayacucho,Lucanas,Laramate,Laramate,-14.28611111,-74.8425
050609,Ayacucho,Lucanas,Leoncio Prado,Tambo Quemado,-14.72888889,-74.67027778
050610,Ayacucho,Lucanas,Llauta,Llauta,-14.24361111,-74.92027778
050611,Ayacucho,Lucanas,Lucanas,Lucanas,-14.6225,-74.23305556
050612,Ayacucho,Lucanas,Ocaña,Ocaña,-14.39888889,-74.82277778
050613,Ayacucho,Lucanas,Otoca,Otoca,-14.49,-74.68666667
050614,Ayacucho,Lucanas,Saisa,Saisa,-14.94027778,-74.41722222
050615,Ayacucho,Lucanas,San Cristóbal,San Cristóbal,-14.74305556,-74.22222222
050616,Ayacucho,Lucanas,San Juan,San Juan,-14.65166667,-74.19916667
050617,Ayacucho,Lucanas,San Pedro,San Pedro,-14.76694444,-74.09777778
050618,Ayacucho,Lucanas,San Pedro de Palco,San Pedro de Palco,-14.41194444,-74.65138889
050619,Ayacucho,Lucanas,Sancos,Sancos,-15.06277778,-73.95222222
050620,Ayacucho,Lucanas,Santa Ana de Huaycahuacho,Santa Ana de Huaycahuacho,-14.22638889,-73.95666667
050621,Ayacucho,Lucanas,Santa Lucia,Santa Lucia,-14.97833333,-74.52388889
050701,Ayacucho,Parinacochas,Coracora,Coracora,-15.01694444,-73.78138889
050702,Ayacucho,Parinacochas,Chumpi,Chumpi,-15.09444444,-73.74805556
050703,Ayacucho,Parinacochas,Coronel Castañeda,Aniso,-14.80722222,-73.28222222
050704,Ayacucho,Parinacochas,Pacapausa,Pacapausa,-14.95027778,-73.36777778
050705,Ayacucho,Parinacochas,Pullo,Pullo,-15.21,-73.82666667
050706,Ayacucho,Parinacochas,Puyusca,Incuyo,-15.24694444,-73.56944444
050707,Ayacucho,Parinacochas,San Francisco de Rivacayco,San Francisco de Rivacayco,-14.99694444,-73.35111111
050708,Ayacucho,Parinacochas,Upahuacho,Upahuacho,-14.90722222,-73.3975
050801,Ayacucho,Páucar del Sara Sara,Pausa,Pausa,-15.27861111,-73.34416667
050802,Ayacucho,Páucar del Sara Sara,Colta,Colta,-15.16277778,-73.29388889
050803,Ayacucho,Páucar del Sara Sara,Corculla,Corculla,-15.26277778,-73.20027778
050804,Ayacucho,Páucar del Sara Sara,Lampa,Lampa,-15.185,-73.34916667
050805,Ayacucho,Páucar del Sara Sara,Marcabamba,Marcabamba,-15.14972222,-73.34166667
050806,Ayacucho,Páucar del Sara Sara,Oyolo,Oyolo,-15.18,-73.18527778
050807,Ayacucho,Páucar del Sara Sara,Pararca,Pararca,-15.2175,-73.46472222
050808,Ayacucho,Páucar del Sara Sara,San Javier de Alpabamba,San Javier de Alpabamba,-15.05666667,-73.32222222
050809,Ayacucho,Páucar del Sara Sara,San José de Ushua,San José de Ushua,-15.225,-73.22666667
050810,Ayacucho,Páucar del Sara Sara,Sara Sara,Quilcata,-15.24527778,-73.45305556
050901,Ayacucho,Sucre,Querobamba,Querobamba,-14.01166667,-73.83861111
050902,Ayacucho,Sucre,Belén,Belén,-13.80888889,-73.7575
050903,Ayacucho,Sucre,Chalcos,Chalcos,-13.84805556,-73.75416667
050904,Ayacucho,Sucre,Chilcayoc,Chilcayoc,-13.88305556,-73.72722222
050905,Ayacucho,Sucre,Huacaña,Huacaña,-14.17222222,-73.88638889
050906,Ayacucho,Sucre,Morcolla,Morcolla,-14.10861111,-73.87194444
050907,Ayacucho,Sucre,Paico,Paico,-14.03833333,-73.64222222
050908,Ayacucho,Sucre,San Pedro de Larcay,San Pedro de Larcay,-14.16861111,-73.57277778
050909,Ayacucho,Sucre,San Salvador de Quije,San Salvador de Quije,-13.96833333,-73.73472222
050910,Ayacucho,Sucre,Santiago de Paucaray,Santiago de Paucaray,-14.04444444,-73.6375
050911,Ayacucho,Sucre,Soras,Soras,-14.11444444,-73.60444444
051001,Ayacucho,Víctor Fajardo,Huancapi,Huancapi,-13.75222222,-74.06666667
051002,Ayacucho,Víctor Fajardo,Alcamenca,Alcamenca,-13.65722222,-74.14722222
051003,Ayacucho,Víctor Fajardo,Apongo,Apongo,-14.01333333,-73.93222222
051004,Ayacucho,Víctor Fajardo,Asquipata,Asquipata,-14.05472222,-73.90944444
051005,Ayacucho,Víctor Fajardo,Canaria,Canaria,-13.92305556,-73.90472222
051006,Ayacucho,Víctor Fajardo,Cayara,Cayara,-13.79527778,-73.98861111
051007,Ayacucho,Víctor Fajardo,Colca,Colca,-13.7125,-74.03388889
051008,Ayacucho,Víctor Fajardo,Huamanquiquia,Huamanquiquia,-13.72916667,-74.27222222
051009,Ayacucho,Víctor Fajardo,Huancaraylla,Huancaraylla,-13.71888889,-74.1025
051010,Ayacucho,Víctor Fajardo,Hualla,San Pedro de Huaya,-13.85,-73.95083333
051011,Ayacucho,Víctor Fajardo,Sarhua,Sarhua,-13.67277778,-74.32027778
051012,Ayacucho,Víctor Fajardo,Vilcanchos,Vilcanchos,-13.61138889,-74.5325
051101,Ayacucho,Vilcas Huamán,Vilcas Huamán,Vilcas Huamán,-13.6525,-73.95388889
051102,Ayacucho,Vilcas Huamán,Accomarca,Accomarca,-13.80055556,-73.90416667
051103,Ayacucho,Vilcas Huamán,Carhuanca,Carhuanca,-13.7425,-73.78722222
051104,Ayacucho,Vilcas Huamán,Concepción,Concepción,-13.5325,-73.87527778
051105,Ayacucho,Vilcas Huamán,Huambalpa,Huambalpa,-13.75027778,-73.93166667
051106,Ayacucho,Vilcas Huamán,Independencia,Paccha Huallhua,-13.85277778,-73.87722222
051107,Ayacucho,Vilcas Huamán,Saurama,Saurama,-13.69555556,-73.75944444
051108,Ayacucho,Vilcas Huamán,Vischongo,Vischongo,-13.58916667,-73.99527778
060101,Cajamarca,Cajamarca,Cajamarca,Cajamarca,-7.15472222,-78.51083333
060102,Cajamarca,Cajamarca,Asunción,Asunción,-7.32472222,-78.51861111
060103,Cajamarca,Cajamarca,Chetilla,Chetilla,-7.14694444,-78.67333333
060104,Cajamarca,Cajamarca,Cospán,Cospán,-7.42722222,-78.54222222
060105,Cajamarca,Cajamarca,Encañada,Encañada,-7.08694444,-78.34444444
060106,Cajamarca,Cajamarca,Jesús,Jesús,-7.24861111,-78.37916667
060107,Cajamarca,Cajamarca,Llacanora,Llacanora,-7.19361111,-78.42666667
060108,Cajamarca,Cajamarca,Los Baños del Inca,Los Baños del Inca,-7.16361111,-78.46444444
060109,Cajamarca,Cajamarca,Magdalena,Magdalena,-7.25083333,-78.65972222
060110,Cajamarca,Cajamarca,Matara,Matara,-7.25472222,-78.25972222
060111,Cajamarca,Cajamarca,Namora,Namora,-7.20277778,-78.32472222
060112,Cajamarca,Cajamarca,San Juan,San Juan,-7.29166667,-78.4975
060201,Cajamarca,Cajabamba,Cajabamba,Cajabamba,-7.62305556,-78.04611111
060202,Cajamarca,Cajabamba,Cachachi,Cachachi,-7.44888889,-78.26888889
060203,Cajamarca,Cajabamba,Condebamba,Cauday,-7.57361111,-78.06972222
060204,Cajamarca,Cajabamba,Sitacocha,Lluchubamba,-7.51944444,-77.96944444
060301,Cajamarca,Celendín,Celendín,Celendín,-6.86694444,-78.14305556
060302,Cajamarca,Celendín,Chumuch,Chumuch,-6.60277778,-78.20027778
060303,Cajamarca,Celendín,Cortegana,Chimuch (Cortegana),-6.51305556,-78.32888889
060304,Cajamarca,Celendín,Huasmín,Huasmín,-6.8375,-78.24472222
060305,Cajamarca,Celendín,Jorge Chávez,Lucmapampa,-6.94111111,-78.09166667
060306,Cajamarca,Celendín,José Gálvez,Huacapampa,-6.92555556,-78.13277778
060307,Cajamarca,Celendín,Miguel Iglesias,Chalan,-6.65027778,-78.2325
060308,Cajamarca,Celendín,Oxamarca,Oxamarca,-7.04222222,-78.06833333
060309,Cajamarca,Celendín,Sorochuco,Sorochuco,-6.91194444,-78.25527778
060310,Cajamarca,Celendín,Sucre,Sucre,-6.94277778,-78.13527778
060311,Cajamarca,Celendín,Utco,Utco,-6.89638889,-78.06333333
060312,Cajamarca,Celendín,La Libertad de Pallán,La Libertad de  Pallán,-6.72388889,-78.2825
060401,Cajamarca,Chota,Chota,Chota,-6.55972222,-78.64694444
060402,Cajamarca,Chota,Anguia,Anguia,-6.34194444,-78.60527778
060403,Cajamarca,Chota,Chadin,Chadin,-6.47138889,-78.41944444
060404,Cajamarca,Chota,Chiguirip,Chiguirip,-6.42833333,-78.72138889
060405,Cajamarca,Chota,Chimbán,Chimbán,-6.25166667,-78.47888889
060406,Cajamarca,Chota,Choropampa,Choropampa,-6.37111111,-78.41194444
060407,Cajamarca,Chota,Cochabamba,Cochabamba,-6.47388889,-78.88583333
060408,Cajamarca,Chota,Conchán,Conchán,-6.44472222,-78.65583333
060409,Cajamarca,Chota,Huambos,Huambos,-6.45277778,-78.96111111
060410,Cajamarca,Chota,Lajas,Lajas,-6.56055556,-78.73472222
060411,Cajamarca,Chota,Llama,Llama,-6.51444444,-79.12027778
060412,Cajamarca,Chota,Miracosta,Miracosta,-6.40444444,-79.28361111
060413,Cajamarca,Chota,Paccha,Paccha,-6.4975,-78.42361111
060414,Cajamarca,Chota,Pion,Pion,-6.17777778,-78.4825
060415,Cajamarca,Chota,Querocoto,Querocoto,-6.35972222,-79.03444444
060416,Cajamarca,Chota,San Juan de Licupis,Licupis,-6.42416667,-79.24222222
060417,Cajamarca,Chota,Tacabamba,Tacabamba,-6.39277778,-78.61138889
060418,Cajamarca,Chota,Tocmoche,Tocmoche,-6.41277778,-79.36083333
060419,Cajamarca,Chota,Chalamarca,Chalamarca,-6.50305556,-78.47972222
060501,Cajamarca,Contumazá,Contumazá,Contumazá,-7.36666667,-78.80527778
060502,Cajamarca,Contumazá,Chilete,Chilete,-7.22138889,-78.83972222
060503,Cajamarca,Contumazá,Cupisnique,Trinidad,-7.34888889,-79.02972222
060504,Cajamarca,Contumazá,Guzmango,Guzmango,-7.38388889,-78.89611111
060505,Cajamarca,Contumazá,San Benito,San Benito,-7.425,-78.9275
060506,Cajamarca,Contumazá,Santa Cruz de Toled,Santa Cruz de Toled,-7.34444444,-78.83666667
060507,Cajamarca,Contumazá,Tantarica,Catan,-7.30055556,-78.93305556
060508,Cajamarca,Contumazá,Yonán,Tembladera,-7.25305556,-79.13111111
060601,Cajamarca,Cutervo,Cutervo,Cutervo,-6.37722222,-78.81805556
060602,Cajamarca,Cutervo,Callayuc,Callayuc,-6.18111111,-78.91055556
060603,Cajamarca,Cutervo,Choros,Choros,-5.9,-78.69388889
060604,Cajamarca,Cutervo,Cujillo,Cujillo,-6.10694444,-78.57388889
060605,Cajamarca,Cutervo,La Ramada,La Ramada,-6.25333333,-78.57555556
060606,Cajamarca,Cutervo,Pimpingos,Pimpingos,-6.06194444,-78.75861111
060607,Cajamarca,Cutervo,Querocotillo,Querocotillo,-6.27361111,-79.03777778
060608,Cajamarca,Cutervo,San Andrés de Cutervo,San Andrés de Cutervo,-6.23888889,-78.71277778
060609,Cajamarca,Cutervo,San Juan de Cutervo,San Juan de Cutervo,-6.16305556,-78.59805556
060610,Cajamarca,Cutervo,San Luis de Lucma,San Luis de Lucma,-6.29388889,-78.60361111
060611,Cajamarca,Cutervo,Santa Cruz,Santa Cruz,-6.095,-78.85277778
060612,Cajamarca,Cutervo,Santo Domingo de La Capilla,Santo Domingo de La Capilla,-6.24472222,-78.85527778
060613,Cajamarca,Cutervo,Santo Tomás,Santo Tomás,-6.15138889,-78.68194444
060614,Cajamarca,Cutervo,Socota,Socota,-6.31527778,-78.69944444
060615,Cajamarca,Cutervo,Toribio Casanova,La Sacilia,-6.00416667,-78.69833333
060701,Cajamarca,Hualgayoc,Bambamarca,Bambamarca,-6.67972222,-78.51888889
060702,Cajamarca,Hualgayoc,Chugur,Chugur,-6.67083333,-78.73833333
060703,Cajamarca,Hualgayoc,Hualgayoc,Hualgayoc,-6.76472222,-78.60805556
060801,Cajamarca,Jaén,Jaén,Jaén,-5.70888889,-78.80916667
060802,Cajamarca,Jaén,Bellavista,Bellavista,-5.66777778,-78.67722222
060803,Cajamarca,Jaén,Chontali,Chontali,-5.64611111,-79.08833333
060804,Cajamarca,Jaén,Colasay,Colasay,-5.97861111,-79.06861111
060805,Cajamarca,Jaén,Huabal,Huabal,-5.6125,-78.89972222
060806,Cajamarca,Jaén,Las Pirias,Las Pirias,-5.62722222,-78.85277778
060807,Cajamarca,Jaén,Pomahuaca,Pomahuaca,-5.93138889,-79.22944444
060808,Cajamarca,Jaén,Pucará,Pucará,-6.04138889,-79.12833333
060809,Cajamarca,Jaén,Sallique,Sallique,-5.65805556,-79.31527778
060810,Cajamarca,Jaén,San Felipe,San Felipe,-5.77027778,-79.31388889
060811,Cajamarca,Jaén,San José del Alto,San José del Alto,-5.465,-79.01777778
060812,Cajamarca,Jaén,Santa Rosa,Santa Rosa,-5.43416667,-78.56666667
060901,Cajamarca,San Ignacio,San Ignacio,San Ignacio,-5.14611111,-79.00472222
060902,Cajamarca,San Ignacio,Chirinos,Chirinos,-5.30583333,-78.89833333
060903,Cajamarca,San Ignacio,Huarango,Huarango,-5.27222222,-78.77583333
060904,Cajamarca,San Ignacio,La Coipa,La Coipa,-5.39277778,-78.90638889
060905,Cajamarca,San Ignacio,Namballe,Namballe,-5.00416667,-79.08722222
060906,Cajamarca,San Ignacio,San José de Lourdes,San José de Lourdes,-5.10305556,-78.91416667
060907,Cajamarca,San Ignacio,Tabaconas,Tabaconas,-5.31611111,-79.28333333
061001,Cajamarca,San Marcos,Pedro Gálvez,San Marcos,-7.33583333,-78.17
061002,Cajamarca,San Marcos,Chancay,Chancay,-7.38805556,-78.12333333
061003,Cajamarca,San Marcos,Eduardo Villanueva,La Grama,-7.46444444,-78.13
061004,Cajamarca,San Marcos,Gregorio Pita,Paucamarca,-7.27361111,-78.16
061005,Cajamarca,San Marcos,Ichocán,Ichocán,-7.36888889,-78.12972222
061006,Cajamarca,San Marcos,José Manuel Quiroz,Shirac,-7.34944444,-78.04777778
